cx,cy,angle,tx,ty,hit,miss
1,3,147,5,11,0,1
17,8,167,6,15,0,1
17,9,118,13,15,1,0
0,3,83,3,11,0,1
12,4,86,20,19,0,1
14,5,85,13,10,1,0
8,2,109,4,15,1,0
3,6,30,9,10,1,0
9,8,151,20,12,0,1
3,4,73,8,15,1,0
13,4,88,19,12,0,1
0,4,64,2,14,0,1
14,8,149,9,10,1,0
0,0,80,4,19,1,0
0,2,177,17,12,0,1
9,2,54,16,12,1,0
9,9,61,20,15,0,1
9,7,113,2,10,0,1
15,4,2,8,18,0,1
11,0,85,13,13,1,0
17,2,24,1,18,0,1
19,0,126,9,19,0,1
15,9,113,11,17,1,0
20,7,125,15,12,1,0
7,8,58,8,18,0,1
1,6,112,3,18,0,1
20,9,162,13,11,1,0
15,0,93,14,16,1,0
2,9,22,20,15,1,0
12,9,40,16,11,1,0
4,0,60,13,12,1,0
16,5,155,1,10,1,0
2,1,90,2,10,1,0
9,9,16,9,10,1,0
14,7,82,7,14,0,1
6,9,51,14,11,0,1
6,3,144,7,16,0,1
1,7,46,9,13,1,0
0,3,65,5,17,1,0
20,6,4,10,17,0,1
14,0,23,16,11,0,1
5,4,33,4,16,0,1
19,3,61,10,15,0,1
2,0,80,17,12,0,1
7,7,5,5,10,0,1
10,5,41,4,12,0,1
2,3,138,17,16,0,1
14,7,113,7,17,0,1
1,1,23,5,11,0,1
15,8,111,3,10,0,1
4,2,63,12,16,1,0
19,7,33,3,13,0,1
12,9,155,16,11,0,1
1,2,7,11,19,0,1
3,6,0,17,11,0,1
13,8,155,3,18,0,1
2,9,56,9,17,1,0
20,3,31,9,15,0,1
5,3,110,1,15,1,0
20,7,168,5,12,1,0
15,4,95,2,11,0,1
5,9,32,16,18,1,0
17,0,87,16,18,1,0
2,8,82,7,10,0,1
11,6,66,8,13,0,1
0,9,143,14,19,0,1
20,2,107,11,18,0,1
17,7,130,15,12,1,0
9,1,58,19,16,1,0
15,6,128,8,16,1,0
16,9,124,8,19,1,0
16,6,1,9,10,0,1
18,3,153,11,18,0,1
14,3,146,16,12,0,1
16,1,9,0,15,0,1
13,3,120,5,13,1,0
15,9,158,0,15,1,0
3,2,17,3,13,0,1
16,4,84,16,11,1,0
11,6,138,5,12,1,0
19,8,39,15,18,0,1
1,2,145,3,15,0,1
14,5,17,18,13,0,1
19,1,56,20,13,0,1
0,8,112,19,16,0,1
14,6,32,17,10,1,0
9,8,170,7,11,0,1
10,9,146,0,17,1,0
3,9,68,3,13,1,0
0,5,168,11,14,0,1
10,4,125,2,18,1,0
20,0,39,5,15,0,1
10,6,96,10,10,1,0
9,8,35,0,10,0,1
10,8,75,13,13,1,0
0,8,169,0,15,0,1
7,6,143,12,14,0,1
13,2,58,20,11,1,0
15,1,113,13,10,1,0
18,9,39,12,17,0,1
11,2,140,20,17,0,1
3,1,70,7,12,1,0
12,3,154,0,19,0,1
14,0,26,14,13,0,1
8,4,2,13,12,0,1
1,7,166,9,17,0,1
2,7,78,6,18,1,0
18,2,158,20,10,0,1
0,0,51,0,13,0,1
15,3,133,10,10,1,0
0,8,164,5,15,0,1
11,8,129,5,15,1,0
18,2,102,15,11,1,0
3,4,103,0,17,1,0
9,2,87,8,19,1,0
20,0,97,20,17,0,1
2,3,75,3,11,1,0
2,6,126,5,16,0,1
16,7,4,17,19,0,1
8,0,64,19,18,1,0
1,6,18,18,13,1,0
19,7,3,7,15,0,1
0,8,40,6,12,1,0
16,8,149,15,17,0,1
14,7,50,2,16,0,1
16,5,149,12,15,0,1
19,2,121,12,17,1,0
6,1,101,6,11,1,0
12,2,103,7,16,1,0
12,4,112,9,10,1,0
13,0,32,7,11,0,1
11,5,56,12,12,0,1
8,0,60,5,10,0,1
4,8,34,5,19,0,1
11,2,94,19,16,0,1
11,2,29,0,11,0,1
6,3,116,1,15,1,0
17,2,105,12,15,1,0
11,6,83,12,19,1,0
7,6,58,15,19,1,0
14,1,80,8,15,0,1
9,9,132,4,13,1,0
5,2,89,11,18,0,1
4,2,152,1,19,0,1
13,5,11,4,18,0,1
14,6,157,0,10,1,0
7,5,55,10,15,0,1
11,3,132,16,19,0,1
6,2,102,2,15,1,0
17,3,161,16,16,0,1
11,8,163,6,11,1,0
5,0,92,5,14,1,0
18,3,55,0,14,0,1
1,9,43,19,16,0,1
17,1,140,15,13,0,1
18,9,157,20,17,0,1
18,5,82,18,14,1,0
15,6,94,15,10,1,0
20,9,40,10,11,0,1
5,9,31,8,10,1,0
18,1,8,13,14,0,1
14,4,171,13,11,0,1
9,2,83,11,17,1,0
17,7,38,1,10,0,1
9,8,44,19,15,1,0
0,7,86,15,12,0,1
17,3,62,18,13,0,1
4,3,172,11,10,0,1
4,6,25,20,10,0,1
7,5,65,1,17,0,1
5,7,140,7,14,0,1
17,6,101,14,13,1,0
11,6,54,17,14,1,0
12,2,28,14,11,0,1
1,5,38,18,19,1,0
15,1,0,6,18,0,1
19,4,129,12,11,1,0
13,1,61,9,16,0,1
18,1,53,15,13,0,1
17,8,132,5,19,1,0
13,6,26,14,16,0,1
15,1,168,14,13,0,1
0,3,63,13,17,0,1
2,1,21,7,18,0,1
16,4,42,0,10,0,1
8,6,71,12,19,1,0
9,3,170,4,10,0,1
3,0,74,2,19,0,1
3,5,24,9,12,0,1
20,4,96,3,17,0,1
15,1,84,0,19,0,1
6,0,72,10,15,1,0
2,0,144,18,17,0,1
13,2,163,5,19,0,1
13,4,79,16,13,1,0
17,7,62,14,11,0,1
15,6,137,11,12,1,0
19,1,50,12,16,0,1
1,5,22,17,13,1,0
10,2,68,18,17,1,0
19,7,146,16,13,0,1
4,1,11,1,17,0,1
1,4,36,14,11,1,0
2,9,108,14,14,0,1
13,3,38,0,18,0,1
10,9,122,10,10,1,0
12,5,91,16,16,0,1
14,7,75,13,14,0,1
11,7,84,10,15,1,0
14,0,17,18,11,0,1
1,7,22,1,15,0,1
2,1,176,3,12,0,1
11,7,116,14,19,0,1
20,8,53,16,18,0,1
18,6,168,10,11,0,1
4,5,29,3,11,0,1
11,1,146,8,13,0,1
11,0,19,19,15,0,1
6,9,13,10,13,0,1
7,7,77,6,10,1,0
11,2,103,2,11,0,1
17,1,115,5,18,0,1
20,9,129,15,10,0,1
8,4,77,0,14,0,1
16,7,21,19,14,0,1
17,7,73,3,11,0,1
8,2,109,2,16,1,0
9,6,109,10,12,0,1
3,2,15,10,17,0,1
9,4,113,4,14,1,0
0,9,80,5,14,0,1
6,2,23,19,16,0,1
12,1,88,16,19,0,1
2,1,33,17,18,0,1
18,7,24,13,11,0,1
2,3,5,9,12,0,1
0,0,146,19,16,0,1
4,0,42,19,11,1,0
1,9,175,19,11,0,1
0,4,100,7,10,0,1
16,7,149,10,12,1,0
14,2,113,11,15,0,1
20,3,117,17,13,1,0
5,3,101,7,17,0,1
1,0,82,4,19,1,0
12,1,20,2,15,0,1
20,0,140,0,19,1,0
9,2,136,3,19,0,1
1,6,81,16,10,0,1
15,4,12,14,10,0,1
8,1,134,5,13,0,1
19,4,155,2,12,1,0
9,5,4,8,19,0,1
6,9,166,15,19,0,1
16,7,132,12,11,1,0
10,0,33,19,19,0,1
16,7,47,14,16,0,1
2,6,36,10,10,1,0
19,5,142,4,19,1,0
14,1,36,13,11,0,1
20,2,42,11,17,0,1
0,9,31,17,19,1,0
9,0,85,4,12,0,1
2,7,68,2,16,0,1
5,3,83,7,19,1,0
3,6,31,17,17,0,1
5,5,102,20,13,0,1
14,8,105,10,10,0,1
17,3,102,16,15,1,0
13,3,81,16,19,1,0
18,4,106,15,11,1,0
18,1,122,7,15,1,0
14,4,122,10,11,1,0
4,0,55,4,18,0,1
8,3,114,1,16,1,0
19,6,119,16,14,1,0
0,9,47,3,14,1,0
13,0,152,8,12,0,1
5,9,82,4,10,1,0
7,9,98,6,13,1,0
19,5,138,9,16,1,0
4,4,124,5,13,0,1
6,7,159,11,12,0,1
15,8,10,16,12,0,1
13,2,123,7,11,1,0
5,2,87,4,17,1,0
10,1,20,4,17,0,1
19,0,147,20,12,0,1
3,6,84,2,11,1,0
4,2,150,3,18,0,1
13,6,119,9,11,1,0
2,9,90,2,11,1,0
20,0,67,6,15,0,1
7,4,54,10,10,1,0
7,8,120,4,10,1,0
16,9,102,15,17,1,0
20,1,99,12,16,0,1
14,1,107,15,12,0,1
5,0,96,10,19,0,1
5,7,145,2,16,0,1
14,5,118,18,19,0,1
18,5,91,14,15,0,1
8,3,95,11,19,0,1
17,9,69,17,10,1,0
2,7,19,7,19,0,1
0,6,136,8,11,0,1
11,4,62,18,14,1,0
15,8,103,15,10,1,0
11,4,71,16,13,1,0
5,8,85,6,10,1,0
0,4,91,0,14,1,0
18,6,71,8,18,0,1
5,5,106,1,14,1,0
14,2,118,6,19,1,0
8,4,150,1,10,1,0
19,6,150,2,11,0,1
6,9,97,12,12,0,1
12,8,6,5,16,0,1
6,6,35,15,13,1,0
17,5,5,15,17,0,1
11,7,126,2,16,1,0
5,1,142,4,19,0,1
9,8,142,6,14,0,1
14,7,141,15,12,0,1
3,0,53,17,19,1,0
4,1,56,9,18,0,1
10,7,41,14,10,1,0
19,8,152,10,15,1,0
18,4,118,12,15,1,0
6,2,111,3,10,1,0
11,8,114,6,19,1,0
16,8,78,9,15,0,1
11,9,109,20,16,0,1
16,9,10,1,16,0,1
18,8,131,8,12,0,1
20,2,138,18,19,0,1
10,2,136,0,10,1,0
19,6,82,19,10,1,0
10,7,128,2,11,0,1
10,8,81,3,15,0,1
20,5,130,13,12,1,0
1,9,83,18,15,0,1
12,4,65,18,15,1,0
8,3,47,5,14,0,1
7,8,128,6,12,1,0
11,6,36,10,18,0,1
2,8,161,18,12,0,1
8,0,72,5,16,0,1
6,6,62,3,10,0,1
18,6,59,0,14,0,1
11,3,89,10,11,1,0
19,1,68,13,14,0,1
3,3,40,11,19,0,1
12,9,59,14,13,1,0
15,0,18,0,18,0,1
4,1,133,2,15,0,1
11,9,177,0,17,0,1
2,9,39,0,13,0,1
0,3,7,12,18,0,1
7,0,105,4,19,0,1
7,8,64,9,13,1,0
10,0,26,11,16,0,1
7,1,76,12,15,1,0
20,6,36,5,13,0,1
3,1,48,1,14,0,1
2,3,121,12,10,0,1
6,0,78,14,19,0,1
10,9,32,16,12,1,0
10,0,166,4,17,0,1
11,6,130,8,14,0,1
1,9,25,18,15,1,0
16,2,102,12,17,1,0
16,6,146,7,14,1,0
17,6,157,3,13,1,0
20,5,123,4,15,0,1
4,9,23,6,15,0,1
9,4,62,12,12,1,0
8,7,135,3,14,1,0
5,7,87,5,18,1,0
13,1,21,19,14,0,1
8,8,30,7,14,0,1
9,2,93,10,12,1,0
20,7,87,8,15,0,1
17,6,24,7,12,0,1
0,8,20,17,13,1,0
18,5,127,0,10,0,1
3,4,33,17,13,1,0
6,4,120,1,13,1,0
13,0,78,11,19,0,1
12,4,101,10,13,1,0
13,7,74,10,16,0,1
16,5,19,9,11,0,1
9,0,90,9,14,1,0
11,7,172,6,18,0,1
15,8,147,10,13,1,0
10,2,9,7,16,0,1
8,2,98,8,13,1,0
5,1,119,5,11,0,1
7,4,121,3,11,1,0
4,1,50,17,10,0,1
5,2,59,13,11,0,1
12,2,164,11,19,0,1
19,8,37,8,18,0,1
16,9,126,15,11,1,0
11,2,74,16,13,1,0
3,2,86,3,14,1,0
15,4,105,15,14,0,1
7,4,8,11,15,0,1
9,7,110,11,18,0,1
7,9,96,5,17,1,0
2,0,81,5,10,1,0
7,9,69,7,17,0,1
15,7,163,2,12,1,0
4,3,27,16,14,0,1
6,8,145,3,13,0,1
14,8,32,2,19,0,1
17,9,169,12,11,1,0
12,2,177,15,15,0,1
18,8,163,8,10,1,0
18,8,149,7,15,1,0
16,5,146,4,11,1,0
6,8,33,18,15,1,0
8,5,46,20,17,1,0
0,2,77,4,11,1,0
14,0,72,19,12,1,0
10,0,1,20,16,0,1
19,5,138,2,15,0,1
11,6,108,18,11,0,1
4,8,101,18,17,0,1
18,4,137,3,16,1,0
0,3,89,2,15,1,0
0,4,16,18,11,1,0
2,4,4,17,11,0,1
3,4,130,3,16,0,1
16,7,112,9,10,0,1
6,2,16,4,14,0,1
17,1,28,3,13,0,1
16,4,112,14,10,1,0
16,3,170,16,10,0,1
0,9,50,16,19,0,1
15,9,102,20,16,0,1
9,6,21,20,12,1,0
12,1,145,20,10,0,1
14,4,2,4,10,0,1
6,7,66,8,15,1,0
15,0,121,4,18,1,0
5,7,27,10,13,0,1
15,8,45,20,15,1,0
4,8,24,16,15,1,0
20,6,129,11,19,1,0
6,1,104,4,15,1,0
18,1,109,11,16,1,0
2,7,108,2,11,1,0
15,7,109,13,16,1,0
7,5,153,14,13,0,1
18,9,138,9,17,1,0
2,1,173,12,15,0,1
12,0,104,3,12,0,1
11,8,153,8,11,1,0
8,0,72,14,16,1,0
14,5,126,1,17,0,1
11,0,80,14,18,1,0
5,7,109,3,11,1,0
3,4,133,13,10,0,1
12,8,149,9,11,1,0
1,3,37,20,11,0,1
11,0,120,2,12,1,0
11,4,126,3,17,1,0
4,4,65,10,19,1,0
17,5,171,2,15,0,1
8,6,1,10,10,0,1
18,4,130,18,16,0,1
6,8,102,6,14,1,0
20,8,167,6,13,1,0
13,7,1,2,14,0,1
10,7,92,11,14,1,0
12,5,40,12,16,0,1
2,9,36,12,15,1,0
3,0,28,3,15,0,1
15,0,108,9,18,1,0
14,0,2,15,17,0,1
2,9,44,9,15,1,0
10,8,157,3,14,0,1
1,8,158,7,10,0,1
8,5,63,15,16,1,0
18,0,8,4,10,0,1
20,2,87,19,14,1,0
17,0,20,5,15,0,1
16,0,136,2,13,1,0
2,4,15,17,13,0,1
3,6,42,16,19,1,0
12,0,98,9,14,1,0
8,5,97,13,19,0,1
4,6,135,2,10,1,0
4,1,10,20,15,0,1
12,5,86,14,13,1,0
9,9,141,3,14,1,0
15,9,39,19,10,1,0
16,7,49,18,11,1,0
8,6,68,7,14,0,1
7,1,132,18,12,0,1
12,3,50,19,14,1,0
0,3,56,8,16,1,0
2,2,140,12,10,0,1
4,2,13,12,16,0,1
4,1,88,5,19,1,0
15,2,76,5,12,0,1
12,8,48,17,16,1,0
19,2,112,3,15,0,1
14,1,128,6,13,1,0
4,0,11,20,15,0,1
12,2,55,6,12,0,1
14,4,114,13,11,1,0
8,6,167,14,18,0,1
7,6,111,2,18,1,0
20,6,143,2,19,1,0
8,8,7,17,12,0,1
6,5,130,4,11,0,1
5,5,178,11,19,0,1
3,7,168,12,15,0,1
1,7,21,8,19,0,1
17,9,161,3,13,1,0
11,7,31,8,15,0,1
8,7,71,8,13,1,0
13,6,42,3,14,0,1
17,9,132,13,16,1,0
11,8,105,3,16,0,1
9,4,126,20,11,0,1
7,5,101,7,11,1,0
17,3,144,12,14,0,1
14,1,65,17,15,0,1
12,9,88,12,17,1,0
11,1,28,1,18,0,1
3,3,144,19,18,0,1
1,0,177,12,13,0,1
16,8,137,10,11,1,0
3,1,85,11,17,0,1
8,6,131,18,10,0,1
15,8,141,14,10,1,0
2,2,89,6,15,0,1
9,7,105,8,14,1,0
8,2,141,5,18,0,1
15,2,112,1,12,0,1
3,7,60,6,12,1,0
17,1,16,16,18,0,1
9,6,124,5,14,1,0
5,1,32,19,10,1,0
3,6,140,0,10,1,0
13,3,131,4,14,1,0
17,5,94,0,17,0,1
0,2,3,7,19,0,1
0,0,69,4,14,1,0
4,7,41,14,14,1,0
8,3,88,10,13,1,0
3,2,18,11,12,0,1
3,5,12,16,16,0,1
7,1,156,11,11,0,1
8,6,62,13,14,1,0
0,6,56,1,10,1,0
14,1,155,20,19,0,1
6,4,90,6,19,1,0
4,4,1,18,14,0,1
3,3,15,11,14,0,1
10,7,63,14,10,0,1
16,3,74,0,11,0,1
5,2,11,13,15,0,1
11,0,141,11,16,0,1
10,7,37,6,15,0,1
2,1,68,5,11,1,0
3,5,90,14,10,0,1
6,7,112,1,17,1,0
3,2,114,8,13,0,1
9,8,174,1,19,0,1
12,3,65,12,11,0,1
3,7,143,11,13,0,1
2,4,148,11,10,0,1
9,5,63,12,10,1,0
16,0,75,7,12,0,1
20,7,160,1,15,1,0
14,0,62,12,10,0,1
15,8,82,16,10,1,0
6,0,133,19,18,0,1
20,0,72,15,17,0,1
17,1,74,20,17,1,0
19,4,18,10,11,0,1
9,1,132,0,12,1,0
14,3,150,19,13,0,1
12,9,90,1,10,0,1
5,1,173,7,15,0,1
11,3,7,15,18,0,1
11,9,86,7,11,0,1
11,9,80,11,19,1,0
14,4,54,4,16,0,1
13,4,49,20,14,1,0
1,6,60,19,11,0,1
2,9,72,1,15,0,1
18,9,2,9,11,0,1
6,2,59,11,12,1,0
3,8,63,3,17,0,1
11,4,50,17,11,1,0
19,9,144,12,11,0,1
16,6,79,19,15,1,0
6,8,77,16,14,0,1
13,2,122,11,17,0,1
5,7,59,1,17,0,1
15,2,59,1,18,0,1
2,5,132,14,18,0,1
20,6,4,17,16,0,1
12,3,18,19,19,0,1
9,7,107,7,10,1,0
19,8,113,10,13,0,1
2,6,26,16,13,1,0
11,1,22,8,14,0,1
17,7,21,9,17,0,1
8,3,88,17,13,0,1
1,7,120,0,14,0,1
15,9,172,6,14,0,1
6,3,68,11,12,1,0
18,0,135,4,11,0,1
3,0,68,0,16,0,1
8,6,69,10,15,1,0
19,6,34,7,18,0,1
6,5,60,9,10,1,0
12,6,156,2,12,1,0
0,9,28,11,10,0,1
18,8,171,1,10,1,0
18,0,115,20,15,0,1
5,6,34,0,13,0,1
15,6,120,10,17,1,0
17,2,35,11,10,0,1
6,1,59,16,14,1,0
6,7,177,0,12,0,1
14,5,142,5,13,1,0
20,5,55,10,15,0,1
13,3,44,3,13,0,1
19,9,141,10,11,0,1
0,4,57,11,19,1,0
15,5,114,3,13,0,1
8,6,70,5,14,0,1
17,1,44,8,10,0,1
10,1,74,13,14,1,0
11,6,135,2,15,1,0
0,8,57,0,13,0,1
14,5,106,7,15,0,1
11,1,127,20,10,0,1
13,4,70,16,17,1,0
12,9,95,10,13,1,0
5,0,7,1,14,0,1
3,8,3,11,10,1,0
7,9,169,2,12,1,0
1,2,82,3,11,1,0
17,2,122,18,19,0,1
11,9,172,0,11,1,0
3,8,39,10,12,1,0
1,2,63,16,10,0,1
18,9,61,16,13,0,1
18,8,107,17,19,0,1
10,3,47,16,10,1,0
7,6,121,3,10,1,0
10,4,102,1,11,0,1
20,0,3,1,12,0,1
6,7,51,17,10,0,1
5,3,32,10,11,0,1
20,6,70,9,11,0,1
6,3,61,12,14,1,0
5,3,33,19,13,1,0
18,9,151,14,15,0,1
20,8,179,17,10,1,0
3,1,175,6,16,0,1
15,9,95,9,11,0,1
16,5,33,13,18,0,1
1,1,19,9,14,0,1
7,3,162,14,18,0,1
11,3,50,20,13,1,0
2,4,158,6,12,0,1
13,1,95,10,17,1,0
4,6,132,7,12,0,1
4,4,43,11,11,1,0
6,8,93,6,19,1,0
18,9,154,6,15,1,0
3,3,57,3,19,0,1
6,8,0,11,10,1,0
1,3,62,13,10,0,1
12,8,25,4,14,0,1
4,6,43,5,18,0,1
17,3,25,13,10,0,1
8,0,52,18,11,1,0
13,3,174,19,11,0,1
20,1,137,14,12,0,1
17,0,46,13,10,0,1
16,5,92,4,17,0,1
1,7,51,4,11,1,0
2,7,170,16,12,0,1
13,7,130,4,18,1,0
11,8,131,2,18,1,0
15,1,124,3,17,1,0
12,9,85,14,19,1,0
18,9,152,1,13,0,1
16,5,112,11,18,1,0
13,9,5,17,11,1,0
13,8,94,12,10,1,0
3,3,80,5,12,1,0
2,6,51,6,13,1,0
6,6,6,20,16,0,1
0,3,165,4,13,0,1
17,3,141,8,11,1,0
16,4,62,7,11,0,1
2,5,154,5,12,0,1
4,9,179,12,19,0,1
9,9,88,11,12,1,0
17,0,97,15,19,1,0
9,7,29,17,11,1,0
8,9,64,12,19,1,0
10,3,92,10,13,1,0
19,5,137,3,15,0,1
11,9,115,16,19,0,1
20,2,109,3,16,0,1
14,6,64,7,19,0,1
17,1,104,15,10,1,0
15,6,28,14,16,0,1
15,9,114,9,19,1,0
5,9,116,8,18,0,1
17,3,30,13,12,0,1
12,4,176,7,12,0,1
20,9,153,13,14,1,0
12,9,163,2,13,1,0
6,1,43,1,18,0,1
10,4,40,0,14,0,1
1,5,71,6,18,1,0
14,2,129,6,15,1,0
18,3,102,16,14,1,0
3,3,3,8,13,0,1
0,2,58,11,17,1,0
9,0,112,13,13,0,1
7,5,168,5,15,0,1
15,6,2,18,13,0,1
14,0,1,10,17,0,1
3,9,80,17,10,0,1
14,3,138,0,16,1,0
0,3,83,4,11,0,1
8,8,120,4,16,1,0
0,4,62,0,17,0,1
9,1,8,12,18,0,1
11,6,158,4,16,0,1
4,6,98,5,13,1,0
15,3,139,12,14,0,1
0,8,78,13,18,0,1
2,6,58,4,10,1,0
1,7,63,2,12,1,0
2,7,53,1,17,0,1
0,4,52,9,12,0,1
10,7,176,9,10,0,1
10,6,142,8,14,0,1
11,0,84,12,11,1,0
14,5,144,19,19,0,1
5,3,167,13,18,0,1
20,8,165,0,13,1,0
5,1,105,0,13,1,0
9,4,45,3,13,0,1
16,4,126,5,12,0,1
18,6,36,17,18,0,1
12,5,177,11,17,0,1
16,9,148,18,12,0,1
6,0,64,16,19,1,0
12,9,136,5,17,1,0
15,5,133,11,11,1,0
1,7,56,16,11,0,1
20,3,118,15,13,1,0
4,3,38,11,11,1,0
6,4,20,12,13,0,1
8,2,147,11,13,0,1
9,4,34,18,11,1,0
3,5,180,6,19,0,1
0,5,109,0,19,0,1
10,1,32,9,10,0,1
3,5,172,16,19,0,1
11,0,121,1,17,1,0
3,7,83,5,10,1,0
3,5,62,6,13,1,0
7,7,165,15,14,0,1
14,1,121,3,18,1,0
8,4,114,5,14,1,0
15,7,152,0,17,1,0
16,6,72,5,14,0,1
9,3,32,4,18,0,1
13,0,132,4,15,0,1
6,5,46,15,17,1,0
2,7,50,15,13,0,1
2,7,44,13,18,1,0
6,5,66,8,17,0,1
4,0,153,20,14,0,1
10,3,172,17,12,0,1
9,3,115,5,16,1,0
9,6,86,10,12,1,0
3,7,29,19,16,1,0
9,6,114,15,17,0,1
11,1,142,1,11,1,0
20,3,144,7,14,1,0
15,8,169,15,18,0,1
4,4,55,14,18,1,0
3,5,118,1,10,1,0
6,8,101,10,15,0,1
4,8,31,15,11,0,1
19,2,88,0,14,0,1
16,9,81,1,17,0,1
18,4,26,15,16,0,1
20,5,116,15,11,1,0
0,4,152,15,18,0,1
19,0,148,1,11,1,0
14,7,117,7,18,1,0
20,3,101,17,11,1,0
13,4,175,17,12,0,1
7,0,49,15,11,1,0
1,3,50,8,12,1,0
14,5,151,8,10,1,0
19,9,14,16,19,0,1
20,5,55,10,14,0,1
1,8,78,4,15,1,0
20,8,34,19,11,0,1
19,7,179,1,16,0,1
10,6,62,19,19,1,0
5,7,79,8,12,1,0
8,8,92,6,12,1,0
13,7,64,19,17,1,0
15,6,166,0,11,1,0
3,0,6,13,16,0,1
2,6,48,13,16,1,0
9,8,18,16,11,1,0
19,5,148,0,10,0,1
2,7,99,14,15,0,1
15,7,131,11,11,1,0
14,8,5,12,12,0,1
10,4,75,11,11,1,0
17,6,31,20,19,0,1
14,9,110,12,17,1,0
11,3,142,13,16,0,1
5,1,105,1,13,1,0
15,9,142,10,13,1,0
11,1,117,2,19,1,0
15,3,4,17,11,0,1
11,6,119,6,12,1,0
17,9,167,0,12,1,0
20,2,175,20,14,0,1
20,3,35,20,11,0,1
4,0,91,5,15,1,0
8,2,77,10,10,1,0
4,5,98,2,12,1,0
7,4,115,5,13,1,0
17,4,121,8,19,1,0
10,2,173,1,15,0,1
1,9,17,9,10,1,0
10,3,45,13,11,0,1
13,2,159,17,19,0,1
4,7,38,15,17,1,0
10,6,97,10,11,1,0
14,8,140,20,15,0,1
4,7,30,7,12,0,1
3,3,35,0,10,0,1
9,6,54,15,17,1,0
10,5,69,18,17,0,1
20,8,107,16,18,1,0
11,6,154,0,14,0,1
20,9,44,5,10,0,1
14,5,48,11,12,0,1
11,7,127,10,16,0,1
1,4,52,6,19,0,1
16,1,76,9,14,0,1
16,4,106,19,13,0,1
2,0,145,18,11,0,1
7,8,103,17,16,0,1
12,9,80,15,16,1,0
1,7,85,2,17,1,0
14,9,30,6,15,0,1
20,1,56,15,11,0,1
9,3,63,13,12,1,0
5,6,44,13,15,1,0
19,7,5,0,11,0,1
14,1,131,3,13,1,0
2,8,17,12,11,1,0
2,8,2,14,10,1,0
18,3,104,15,15,1,0
0,9,72,3,16,1,0
14,0,63,5,13,0,1
15,3,39,10,19,0,1
3,9,26,14,14,1,0
10,6,162,3,10,1,0
14,5,55,20,16,1,0
16,6,152,4,13,1,0
15,8,77,14,10,1,0
20,6,83,8,11,0,1
2,4,151,13,15,0,1
2,1,71,2,17,0,1
18,8,0,10,10,1,0
0,8,72,10,17,0,1
12,8,127,6,18,1,0
11,9,41,13,19,0,1
14,4,20,4,16,0,1
4,8,73,1,19,0,1
9,2,51,7,15,0,1
7,3,29,9,14,0,1
14,7,146,4,12,1,0
19,0,120,8,18,1,0
18,5,180,20,16,0,1
16,8,26,9,15,0,1
19,7,124,1,18,0,1
14,4,134,14,16,0,1
5,9,165,5,11,1,0
7,9,50,15,10,0,1
8,5,61,18,19,1,0
1,5,83,1,16,1,0
0,1,132,5,14,0,1
5,2,14,2,12,0,1
13,7,132,7,16,1,0
6,7,103,14,12,0,1
0,8,163,3,19,0,1
18,7,93,10,13,0,1
14,5,35,20,10,1,0
6,3,83,17,15,0,1
3,9,81,5,18,1,0
20,8,67,20,12,1,0
20,4,54,18,11,0,1
17,6,79,17,12,1,0
15,6,110,10,18,1,0
17,9,65,3,18,0,1
19,4,163,0,15,0,1
15,5,5,6,11,0,1
20,7,51,5,10,0,1
5,6,33,5,19,0,1
11,4,101,7,16,1,0
1,2,51,12,14,1,0
14,3,4,20,16,0,1
1,6,128,12,16,0,1
17,7,24,19,15,0,1
12,4,37,20,17,0,1
11,9,56,16,14,1,0
5,0,71,16,17,0,1
15,3,119,8,18,1,0
2,0,34,19,13,1,0
20,4,1,7,11,0,1
12,4,20,12,14,0,1
19,8,180,10,10,1,0
20,6,64,14,13,0,1
12,0,169,12,18,0,1
20,5,124,15,11,1,0
8,8,127,11,13,0,1
17,3,76,6,14,0,1
8,6,111,6,15,1,0
15,9,116,11,17,1,0
0,9,1,11,15,0,1
20,8,165,1,13,1,0
9,6,10,5,10,0,1
6,9,26,7,10,1,0
3,2,9,1,16,0,1
4,7,94,7,12,0,1
5,5,85,3,13,0,1
8,8,92,8,19,1,0
5,4,85,4,13,1,0
20,4,119,4,19,0,1
9,9,15,12,15,0,1
14,6,54,5,12,0,1
11,1,6,4,19,0,1
4,7,175,0,16,0,1
8,3,5,19,14,0,1
8,0,72,4,14,0,1
2,9,23,16,16,1,0
11,0,21,13,11,0,1
18,0,62,16,15,0,1
13,8,114,18,13,0,1
7,5,94,8,12,1,0
13,5,49,18,12,1,0
14,7,69,15,10,1,0
3,1,92,1,14,1,0
11,2,3,16,15,0,1
1,0,93,2,15,1,0
6,5,3,5,10,0,1
3,6,88,5,19,1,0
7,0,73,19,17,0,1
7,7,28,12,19,0,1
16,9,4,10,13,0,1
0,3,20,1,12,0,1
17,0,10,12,18,0,1
19,0,158,0,10,0,1
8,5,104,7,15,1,0
11,4,103,8,11,1,0
3,1,137,18,18,0,1
11,9,84,18,14,0,1
13,9,138,1,18,1,0
4,2,66,6,14,0,1
14,0,76,18,19,1,0
5,3,169,4,18,0,1
3,0,136,7,15,0,1
14,4,67,6,17,0,1
6,0,113,9,17,0,1
11,2,112,3,12,0,1
17,9,105,13,19,1,0
17,8,52,19,13,1,0
7,7,20,12,15,0,1
11,1,10,15,19,0,1
